Sequence, Symbol, Real, Imag
16, 267, 0.70710678, -0.70710678
16, 268, -0.70710678, 0.70710678
16, 269, 0.70710678, -0.70710678
16, 270, 0.70710678, 0.70710678
16, 271, 0.70710678, -0.70710678
16, 272, 0.70710678, -0.70710678
16, 273, 0.70710678, 0.70710678
16, 274, 0.70710678, 0.70710678
16, 275, -0.70710678, -0.70710678
16, 276, -0.70710678, 0.70710678
16, 277, -0.70710678, 0.70710678
16, 278, 0.70710678, 0.70710678
16, 279, 0.70710678, -0.70710678
16, 280, 0.70710678, 0.70710678
16, 281, -0.70710678, -0.70710678
16, 282, -0.70710678, 0.70710678
16, 283, -0.70710678, 0.70710678
16, 284, -0.70710678, 0.70710678
16, 285, -0.70710678, -0.70710678
16, 286, -0.70710678, -0.70710678
16, 287, 0.70710678, 0.70710678
16, 288, -0.70710678, 0.70710678
16, 289, -0.70710678, -0.70710678
16, 290, 0.70710678, 0.70710678
16, 291, 0.70710678, 0.70710678
16, 292, -0.70710678, 0.70710678
16, 293, 0.70710678, -0.70710678
16, 294, 0.70710678, -0.70710678
16, 295, -0.70710678, -0.70710678
16, 296, 0.70710678, -0.70710678
16, 297, -0.70710678, 0.70710678
16, 298, -0.70710678, -0.70710678
16, 299, -0.70710678, -0.70710678
16, 300, -0.70710678, -0.70710678
16, 301, 0.70710678, -0.70710678
16, 302, -0.70710678, 0.70710678
16, 303, 0.70710678, -0.70710678
16, 304, -0.70710678, -0.70710678
16, 305, 0.70710678, 0.70710678
16, 306, -0.70710678, -0.70710678
16, 307, 0.70710678, -0.70710678
16, 308, -0.70710678, -0.70710678
16, 309, 0.70710678, 0.70710678
16, 310, 0.70710678, -0.70710678
16, 311, 0.70710678, -0.70710678
16, 312, -0.70710678, -0.70710678
16, 313, -0.70710678, 0.70710678
16, 314, 0.70710678, 0.70710678
16, 315, 0.70710678, 0.70710678
16, 316, 0.70710678, -0.70710678
16, 317, 0.70710678, -0.70710678
16, 318, -0.70710678, -0.70710678
16, 319, 0.70710678, -0.70710678
16, 320, -0.70710678, 0.70710678
16, 321, -0.70710678, 0.70710678
16, 322, -0.70710678, -0.70710678
16, 323, 0.70710678, -0.70710678
16, 324, 0.70710678, -0.70710678
16, 325, -0.70710678, 0.70710678
16, 326, 0.70710678, 0.70710678
16, 327, 0.70710678, 0.70710678
16, 328, -0.70710678, -0.70710678
16, 329, -0.70710678, 0.70710678
16, 330, -0.70710678, 0.70710678
16, 331, 0.70710678, 0.70710678
16, 332, 0.70710678, -0.70710678
16, 333, 0.70710678, -0.70710678
16, 334, -0.70710678, 0.70710678
16, 335, -0.70710678, 0.70710678
16, 336, 0.70710678, 0.70710678
16, 337, -0.70710678, -0.70710678
16, 338, -0.70710678, -0.70710678
16, 339, 0.70710678, -0.70710678
16, 340, -0.70710678, 0.70710678
16, 341, -0.70710678, 0.70710678
16, 342, 0.70710678, 0.70710678
16, 343, -0.70710678, 0.70710678
16, 344, 0.70710678, 0.70710678
16, 345, -0.70710678, -0.70710678
16, 346, -0.70710678, 0.70710678
16, 347, -0.70710678, 0.70710678
16, 348, 0.70710678, 0.70710678
16, 349, 0.70710678, -0.70710678
16, 350, -0.70710678, -0.70710678
16, 351, -0.70710678, 0.70710678
16, 352, 0.70710678, 0.70710678
16, 353, 0.70710678, -0.70710678
16, 354, 0.70710678, -0.70710678
16, 355, -0.70710678, 0.70710678
16, 356, 0.70710678, 0.70710678
16, 357, -0.70710678, -0.70710678
16, 358, 0.70710678, 0.70710678
16, 359, 0.70710678, -0.70710678
16, 360, -0.70710678, -0.70710678
16, 361, -0.70710678, 0.70710678
16, 362, -0.70710678, -0.70710678
16, 363, 0.70710678, 0.70710678
16, 364, 0.70710678, 0.70710678
16, 365, 0.70710678, -0.70710678
16, 366, 0.70710678, -0.70710678
16, 367, -0.70710678, 0.70710678
16, 368, -0.70710678, 0.70710678
16, 369, 0.70710678, 0.70710678
16, 370, 0.70710678, -0.70710678
16, 371, -0.70710678, -0.70710678
16, 372, 0.70710678, -0.70710678
16, 373, -0.70710678, 0.70710678
16, 374, 0.70710678, 0.70710678
16, 375, 0.70710678, -0.70710678
16, 376, 0.70710678, -0.70710678
16, 377, 0.70710678, 0.70710678
16, 378, 0.70710678, 0.70710678
16, 379, -0.70710678, -0.70710678
16, 380, -0.70710678, -0.70710678
16, 381, -0.70710678, -0.70710678
16, 382, 0.70710678, 0.70710678
16, 383, -0.70710678, 0.70710678
16, 384, 0.70710678, -0.70710678
16, 385, 0.70710678, -0.70710678
16, 386, -0.70710678, 0.70710678
16, 387, -0.70710678, 0.70710678
16, 388, 0.70710678, -0.70710678
16, 389, 0.70710678, -0.70710678
16, 390, -0.70710678, 0.70710678
16, 391, -0.70710678, -0.70710678
16, 392, -0.70710678, 0.70710678
16, 393, -0.70710678, 0.70710678
16, 394, -0.70710678, 0.70710678
16, 395, 0.70710678, 0.70710678
16, 396, -0.70710678, 0.70710678
16, 397, -0.70710678, -0.70710678
16, 398, 0.70710678, 0.70710678
16, 399, -0.70710678, -0.70710678
16, 400, -0.70710678, -0.70710678
16, 401, 0.70710678, 0.70710678
16, 402, -0.70710678, -0.70710678
16, 403, 0.70710678, 0.70710678
16, 404, -0.70710678, -0.70710678
16, 405, 0.70710678, 0.70710678
16, 406, -0.70710678, 0.70710678
16, 407, 0.70710678, 0.70710678
16, 408, -0.70710678, 0.70710678
16, 409, 0.70710678, 0.70710678
16, 410, -0.70710678, -0.70710678
16, 411, -0.70710678, -0.70710678
16, 412, 0.70710678, 0.70710678
16, 413, 0.70710678, 0.70710678
16, 414, -0.70710678, -0.70710678
16, 415, -0.70710678, 0.70710678
16, 416, 0.70710678, 0.70710678
16, 417, 0.70710678, 0.70710678
16, 418, -0.70710678, 0.70710678
16, 419, -0.70710678, -0.70710678
16, 420, 0.70710678, 0.70710678
16, 421, 0.70710678, -0.70710678
16, 422, 0.70710678, -0.70710678
16, 423, -0.70710678, 0.70710678
16, 424, 0.70710678, 0.70710678
16, 425, -0.70710678, -0.70710678
16, 426, 0.70710678, -0.70710678
16, 427, 0.70710678, 0.70710678
16, 428, -0.70710678, -0.70710678
16, 429, 0.70710678, 0.70710678
16, 430, -0.70710678, 0.70710678
16, 431, -0.70710678, 0.70710678
16, 432, 0.70710678, -0.70710678
16, 433, -0.70710678, 0.70710678
16, 434, 0.70710678, 0.70710678
16, 435, 0.70710678, 0.70710678
16, 436, -0.70710678, 0.70710678
16, 437, -0.70710678, 0.70710678
16, 438, 0.70710678, 0.70710678
16, 439, 0.70710678, 0.70710678
16, 440, 0.70710678, 0.70710678
16, 441, -0.70710678, 0.70710678
16, 442, -0.70710678, 0.70710678
16, 443, 0.70710678, -0.70710678
16, 444, -0.70710678, 0.70710678
16, 445, 0.70710678, 0.70710678
16, 446, -0.70710678, -0.70710678
16, 447, -0.70710678, 0.70710678
16, 448, -0.70710678, -0.70710678
16, 449, -0.70710678, -0.70710678
16, 450, 0.70710678, 0.70710678
16, 451, 0.70710678, 0.70710678
16, 452, -0.70710678, -0.70710678
16, 453, 0.70710678, -0.70710678
16, 454, -0.70710678, 0.70710678
16, 455, -0.70710678, -0.70710678
16, 456, -0.70710678, -0.70710678
16, 457, -0.70710678, -0.70710678
16, 458, -0.70710678, 0.70710678
16, 459, -0.70710678, -0.70710678
16, 460, 0.70710678, 0.70710678
16, 461, 0.70710678, -0.70710678
16, 462, 0.70710678, -0.70710678
16, 463, -0.70710678, -0.70710678
16, 464, -0.70710678, 0.70710678
16, 465, 0.70710678, -0.70710678
16, 466, -0.70710678, -0.70710678
16, 467, -0.70710678, 0.70710678
16, 468, -0.70710678, -0.70710678
16, 469, 0.70710678, 0.70710678
16, 470, 0.70710678, 0.70710678
16, 471, 0.70710678, 0.70710678
16, 472, 0.70710678, -0.70710678
16, 473, 0.70710678, 0.70710678
16, 474, 0.70710678, 0.70710678
16, 475, 0.70710678, 0.70710678
16, 476, -0.70710678, -0.70710678
16, 477, 0.70710678, 0.70710678
16, 478, -0.70710678, -0.70710678
16, 479, 0.70710678, 0.70710678
16, 480, 0.70710678, 0.70710678
16, 481, 0.70710678, 0.70710678
16, 482, -0.70710678, -0.70710678
16, 483, -0.70710678, -0.70710678
16, 484, 0.70710678, 0.70710678
16, 485, -0.70710678, -0.70710678
16, 486, 0.70710678, -0.70710678
16, 487, -0.70710678, -0.70710678
16, 488, -0.70710678, -0.70710678
16, 489, 0.70710678, -0.70710678
16, 490, -0.70710678, 0.70710678
16, 491, -0.70710678, -0.70710678
16, 492, -0.70710678, -0.70710678
16, 493, -0.70710678, -0.70710678
16, 494, -0.70710678, -0.70710678
16, 495, -0.70710678, 0.70710678
16, 496, -0.70710678, 0.70710678
16, 497, 0.70710678, 0.70710678
16, 498, -0.70710678, 0.70710678
16, 499, -0.70710678, -0.70710678
16, 500, 0.70710678, -0.70710678
16, 501, -0.70710678, -0.70710678
16, 502, -0.70710678, -0.70710678
16, 503, -0.70710678, 0.70710678
16, 504, -0.70710678, -0.70710678
16, 505, -0.70710678, -0.70710678
16, 506, -0.70710678, 0.70710678
16, 507, 0.70710678, 0.70710678
16, 508, -0.70710678, -0.70710678
16, 509, 0.70710678, -0.70710678
16, 510, -0.70710678, 0.70710678
16, 511, 0.70710678, 0.70710678
16, 512, -0.70710678, 0.70710678
16, 513, 0.70710678, -0.70710678
16, 514, 0.70710678, 0.70710678
16, 515, -0.70710678, -0.70710678
16, 516, 0.70710678, -0.70710678
16, 517, 0.70710678, -0.70710678
16, 518, -0.70710678, 0.70710678
16, 519, -0.70710678, -0.70710678
16, 520, -0.70710678, 0.70710678
16, 521, 0.70710678, -0.70710678
16, 522, 0.70710678, -0.70710678
16, 523, -0.70710678, -0.70710678
16, 524, -0.70710678, 0.70710678
16, 525, 0.70710678, 0.70710678
16, 526, 0.70710678, -0.70710678
16, 527, 0.70710678, -0.70710678
16, 528, -0.70710678, -0.70710678
16, 529, 0.70710678, 0.70710678
16, 530, 0.70710678, -0.70710678
16, 531, -0.70710678, 0.70710678
16, 532, -0.70710678, 0.70710678
16, 533, -0.70710678, -0.70710678
16, 534, -0.70710678, -0.70710678
16, 535, -0.70710678, 0.70710678
16, 536, -0.70710678, -0.70710678
16, 537, -0.70710678, -0.70710678
16, 538, 0.70710678, -0.70710678
16, 539, -0.70710678, 0.70710678
16, 540, -0.70710678, -0.70710678
16, 541, 0.70710678, -0.70710678
16, 542, 0.70710678, 0.70710678
16, 543, -0.70710678, -0.70710678
16, 544, -0.70710678, -0.70710678
16, 545, -0.70710678, -0.70710678
16, 546, -0.70710678, -0.70710678
16, 547, 0.70710678, -0.70710678
16, 548, 0.70710678, 0.70710678
16, 549, 0.70710678, 0.70710678
16, 550, -0.70710678, -0.70710678
16, 551, 0.70710678, 0.70710678
16, 552, -0.70710678, 0.70710678
16, 553, -0.70710678, -0.70710678
16, 554, 0.70710678, -0.70710678
16, 555, 0.70710678, 0.70710678
16, 556, -0.70710678, -0.70710678
16, 557, 0.70710678, 0.70710678
16, 558, -0.70710678, 0.70710678
16, 559, -0.70710678, 0.70710678
16, 560, 0.70710678, 0.70710678
16, 561, 0.70710678, -0.70710678
16, 562, -0.70710678, 0.70710678
16, 563, -0.70710678, 0.70710678
16, 564, -0.70710678, 0.70710678
16, 565, 0.70710678, 0.70710678
16, 566, -0.70710678, -0.70710678
16, 567, -0.70710678, 0.70710678
16, 568, 0.70710678, -0.70710678
16, 569, -0.70710678, -0.70710678
16, 570, 0.70710678, -0.70710678
16, 571, 0.70710678, -0.70710678
16, 572, -0.70710678, 0.70710678
16, 573, 0.70710678, -0.70710678
16, 574, 0.70710678, -0.70710678
16, 575, -0.70710678, 0.70710678
16, 576, 0.70710678, 0.70710678
16, 577, 0.70710678, -0.70710678
16, 578, -0.70710678, 0.70710678
16, 579, 0.70710678, 0.70710678
16, 580, 0.70710678, -0.70710678
16, 581, -0.70710678, -0.70710678
16, 582, 0.70710678, -0.70710678
16, 583, 0.70710678, 0.70710678
16, 584, -0.70710678, -0.70710678
16, 585, -0.70710678, 0.70710678
16, 586, -0.70710678, 0.70710678
16, 587, -0.70710678, 0.70710678
16, 588, 0.70710678, -0.70710678
16, 589, -0.70710678, 0.70710678
16, 590, -0.70710678, 0.70710678
16, 591, -0.70710678, 0.70710678
16, 592, -0.70710678, -0.70710678
16, 593, -0.70710678, -0.70710678
16, 594, 0.70710678, 0.70710678
16, 595, -0.70710678, -0.70710678
16, 596, 0.70710678, 0.70710678
16, 597, 0.70710678, 0.70710678
16, 598, 0.70710678, -0.70710678
16, 599, 0.70710678, -0.70710678
16, 600, 0.70710678, -0.70710678
16, 601, 0.70710678, 0.70710678
16, 602, 0.70710678, -0.70710678
16, 603, -0.70710678, 0.70710678
16, 604, -0.70710678, -0.70710678
16, 605, 0.70710678, -0.70710678
16, 606, -0.70710678, -0.70710678
16, 607, 0.70710678, 0.70710678
16, 608, 0.70710678, -0.70710678
16, 609, -0.70710678, -0.70710678
16, 610, 0.70710678, -0.70710678
16, 611, -0.70710678, 0.70710678
16, 612, 0.70710678, -0.70710678
16, 613, 0.70710678, -0.70710678
16, 614, -0.70710678, 0.70710678
16, 615, 0.70710678, 0.70710678
16, 616, 0.70710678, -0.70710678
16, 617, 0.70710678, -0.70710678
16, 618, -0.70710678, 0.70710678
16, 619, 0.70710678, 0.70710678
16, 620, -0.70710678, 0.70710678
16, 621, -0.70710678, -0.70710678
16, 622, 0.70710678, -0.70710678
16, 623, 0.70710678, -0.70710678
16, 624, -0.70710678, 0.70710678
16, 625, 0.70710678, 0.70710678
16, 626, 0.70710678, 0.70710678
16, 627, -0.70710678, 0.70710678
16, 628, -0.70710678, -0.70710678
16, 629, -0.70710678, 0.70710678
16, 630, -0.70710678, 0.70710678
16, 631, 0.70710678, 0.70710678
16, 632, 0.70710678, -0.70710678
16, 633, 0.70710678, 0.70710678
16, 634, -0.70710678, -0.70710678
16, 635, -0.70710678, 0.70710678
16, 636, 0.70710678, -0.70710678
16, 637, 0.70710678, 0.70710678
16, 638, -0.70710678, -0.70710678
16, 639, -0.70710678, -0.70710678
16, 640, -0.70710678, -0.70710678
16, 641, 0.70710678, -0.70710678
16, 642, -0.70710678, 0.70710678
16, 643, 0.70710678, 0.70710678
16, 644, -0.70710678, 0.70710678
16, 645, 0.70710678, -0.70710678
16, 646, -0.70710678, -0.70710678
16, 647, 0.70710678, 0.70710678
16, 648, 0.70710678, -0.70710678
16, 649, 0.70710678, -0.70710678
16, 650, 0.70710678, 0.70710678
16, 651, -0.70710678, -0.70710678
16, 652, -0.70710678, -0.70710678
16, 653, 0.70710678, 0.70710678
16, 654, -0.70710678, -0.70710678
16, 655, 0.70710678, -0.70710678
16, 656, 0.70710678, 0.70710678
16, 657, -0.70710678, -0.70710678
16, 658, 0.70710678, -0.70710678
16, 659, -0.70710678, 0.70710678
16, 660, 0.70710678, -0.70710678
16, 661, 0.70710678, -0.70710678
16, 662, -0.70710678, -0.70710678
16, 663, 0.70710678, -0.70710678
16, 664, -0.70710678, 0.70710678
16, 665, -0.70710678, 0.70710678
16, 666, -0.70710678, -0.70710678
16, 667, 0.70710678, -0.70710678
16, 668, -0.70710678, 0.70710678
16, 669, 0.70710678, -0.70710678
16, 670, 0.70710678, -0.70710678
16, 671, -0.70710678, -0.70710678
16, 672, -0.70710678, 0.70710678
16, 673, 0.70710678, 0.70710678
16, 674, -0.70710678, 0.70710678
16, 675, -0.70710678, -0.70710678
16, 676, 0.70710678, 0.70710678
16, 677, -0.70710678, -0.70710678
16, 678, -0.70710678, -0.70710678
16, 679, -0.70710678, -0.70710678
16, 680, 0.70710678, 0.70710678
16, 681, 0.70710678, 0.70710678
16, 682, 0.70710678, 0.70710678
16, 683, -0.70710678, 0.70710678
16, 684, -0.70710678, -0.70710678
16, 685, 0.70710678, -0.70710678
16, 686, -0.70710678, -0.70710678
16, 687, -0.70710678, -0.70710678
16, 688, 0.70710678, -0.70710678
16, 689, -0.70710678, -0.70710678
16, 690, -0.70710678, -0.70710678
16, 691, 0.70710678, 0.70710678
16, 692, -0.70710678, -0.70710678
16, 693, -0.70710678, 0.70710678
16, 694, 0.70710678, -0.70710678
16, 695, 0.70710678, 0.70710678
16, 696, 0.70710678, 0.70710678
16, 697, -0.70710678, 0.70710678
16, 698, -0.70710678, -0.70710678
16, 699, 0.70710678, 0.70710678
16, 700, -0.70710678, 0.70710678
16, 701, 0.70710678, -0.70710678
16, 702, -0.70710678, -0.70710678
16, 703, -0.70710678, 0.70710678
16, 704, -0.70710678, -0.70710678
16, 705, -0.70710678, 0.70710678
16, 706, -0.70710678, -0.70710678
16, 707, -0.70710678, -0.70710678
16, 708, -0.70710678, 0.70710678
16, 709, -0.70710678, -0.70710678
16, 710, 0.70710678, -0.70710678
16, 711, -0.70710678, 0.70710678
16, 712, 0.70710678, 0.70710678
16, 713, -0.70710678, 0.70710678
16, 714, 0.70710678, 0.70710678
16, 715, 0.70710678, -0.70710678
16, 716, 0.70710678, -0.70710678
16, 717, 0.70710678, 0.70710678
16, 718, 0.70710678, 0.70710678
16, 719, 0.70710678, 0.70710678
16, 720, 0.70710678, -0.70710678
16, 721, 0.70710678, -0.70710678
16, 722, -0.70710678, 0.70710678
16, 723, 0.70710678, -0.70710678
16, 724, 0.70710678, -0.70710678
16, 725, -0.70710678, -0.70710678
16, 726, 0.70710678, 0.70710678
16, 727, 0.70710678, -0.70710678
16, 728, 0.70710678, -0.70710678
16, 729, 0.70710678, -0.70710678
16, 730, 0.70710678, 0.70710678
16, 731, 0.70710678, 0.70710678
16, 732, 0.70710678, -0.70710678
16, 733, 0.70710678, -0.70710678
16, 734, 0.70710678, 0.70710678
16, 735, 0.70710678, -0.70710678
16, 736, 0.70710678, -0.70710678
16, 737, 0.70710678, -0.70710678
16, 738, -0.70710678, 0.70710678
16, 739, -0.70710678, 0.70710678
16, 740, 0.70710678, -0.70710678
16, 741, 0.70710678, -0.70710678
16, 742, -0.70710678, -0.70710678
16, 743, -0.70710678, -0.70710678
16, 744, 0.70710678, 0.70710678
16, 745, -0.70710678, -0.70710678
16, 746, -0.70710678, 0.70710678
16, 747, 0.70710678, 0.70710678
16, 748, 0.70710678, -0.70710678
16, 749, 0.70710678, 0.70710678
16, 750, 0.70710678, 0.70710678
16, 751, 0.70710678, 0.70710678
16, 752, 0.70710678, -0.70710678
16, 753, -0.70710678, 0.70710678
16, 754, 0.70710678, -0.70710678
16, 755, 0.70710678, 0.70710678
16, 756, -0.70710678, -0.70710678
16, 757, 0.70710678, 0.70710678
16, 758, 0.70710678, -0.70710678
16, 759, -0.70710678, 0.70710678
16, 760, -0.70710678, -0.70710678
16, 761, 0.70710678, 0.70710678
16, 762, 0.70710678, -0.70710678
16, 763, -0.70710678, -0.70710678
16, 764, -0.70710678, -0.70710678
16, 765, -0.70710678, -0.70710678
16, 766, 0.70710678, -0.70710678
16, 767, -0.70710678, -0.70710678
16, 768, -0.70710678, 0.70710678
16, 769, 0.70710678, 0.70710678
16, 770, -0.70710678, 0.70710678
16, 771, 0.70710678, 0.70710678
16, 772, 0.70710678, 0.70710678
16, 773, 0.70710678, -0.70710678
16, 774, -0.70710678, -0.70710678
16, 775, 0.70710678, -0.70710678
16, 776, 0.70710678, -0.70710678
16, 777, 0.70710678, 0.70710678
16, 778, -0.70710678, -0.70710678
16, 779, -0.70710678, 0.70710678
16, 780, 0.70710678, -0.70710678
16, 781, -0.70710678, 0.70710678
16, 782, 0.70710678, 0.70710678
16, 783, -0.70710678, -0.70710678
16, 784, -0.70710678, -0.70710678
16, 785, 0.70710678, 0.70710678
16, 786, -0.70710678, -0.70710678
16, 787, -0.70710678, 0.70710678
16, 788, -0.70710678, -0.70710678
16, 789, 0.70710678, 0.70710678
16, 790, -0.70710678, 0.70710678
16, 791, 0.70710678, -0.70710678
16, 792, 0.70710678, -0.70710678
16, 793, -0.70710678, 0.70710678
16, 794, 0.70710678, -0.70710678
16, 795, -0.70710678, -0.70710678
16, 796, -0.70710678, 0.70710678
16, 797, 0.70710678, -0.70710678
16, 798, -0.70710678, 0.70710678
16, 799, -0.70710678, 0.70710678
16, 800, -0.70710678, -0.70710678
17, 1, 0.70710678, 0.70710678
17, 2, 0.70710678, 0.70710678
17, 3, 0.70710678, 0.70710678
17, 4, 0.70710678, 0.70710678
17, 5, 0.70710678, -0.70710678
17, 6, 0.70710678, 0.70710678
17, 7, 0.70710678, 0.70710678
17, 8, 0.70710678, -0.70710678
17, 9, -0.70710678, 0.70710678
17, 10, 0.70710678, -0.70710678
17, 11, -0.70710678, 0.70710678
17, 12, -0.70710678, 0.70710678
17, 13, -0.70710678, -0.70710678
17, 14, -0.70710678, -0.70710678
17, 15, 0.70710678, -0.70710678
17, 16, 0.70710678, -0.70710678
17, 17, 0.70710678, 0.70710678
17, 18, -0.70710678, 0.70710678
17, 19, -0.70710678, 0.70710678
17, 20, 0.70710678, -0.70710678
17, 21, -0.70710678, 0.70710678
17, 22, 0.70710678, -0.70710678
17, 23, 0.70710678, 0.70710678
17, 24, -0.70710678, -0.70710678
17, 25, -0.70710678, 0.70710678
17, 26, -0.70710678, 0.70710678
17, 27, -0.70710678, -0.70710678
17, 28, 0.70710678, 0.70710678
17, 29, 0.70710678, -0.70710678
17, 30, 0.70710678, 0.70710678
17, 31, -0.70710678, 0.70710678
17, 32, -0.70710678, -0.70710678
17, 33, -0.70710678, -0.70710678
17, 34, -0.70710678, 0.70710678
17, 35, 0.70710678, -0.70710678
17, 36, -0.70710678, -0.70710678
17, 37, -0.70710678, 0.70710678
17, 38, 0.70710678, -0.70710678
17, 39, -0.70710678, -0.70710678
17, 40, 0.70710678, 0.70710678
17, 41, -0.70710678, 0.70710678
17, 42, -0.70710678, -0.70710678
17, 43, 0.70710678, 0.70710678
17, 44, 0.70710678, -0.70710678
17, 45, 0.70710678, 0.70710678
17, 46, -0.70710678, 0.70710678
17, 47, -0.70710678, 0.70710678
17, 48, -0.70710678, 0.70710678
17, 49, 0.70710678, 0.70710678
17, 50, -0.70710678, -0.70710678
17, 51, 0.70710678, -0.70710678
17, 52, 0.70710678, 0.70710678
17, 53, 0.70710678, 0.70710678
17, 54, 0.70710678, -0.70710678
17, 55, -0.70710678, 0.70710678
17, 56, -0.70710678, -0.70710678
17, 57, -0.70710678, 0.70710678
17, 58, 0.70710678, -0.70710678
17, 59, 0.70710678, -0.70710678
17, 60, -0.70710678, -0.70710678
17, 61, -0.70710678, -0.70710678
17, 62, -0.70710678, 0.70710678
17, 63, -0.70710678, 0.70710678
17, 64, -0.70710678, 0.70710678
17, 65, 0.70710678, -0.70710678
17, 66, -0.70710678, -0.70710678
17, 67, -0.70710678, 0.70710678
17, 68, 0.70710678, -0.70710678
17, 69, -0.70710678, -0.70710678
17, 70, -0.70710678, 0.70710678
17, 71, 0.70710678, 0.70710678
17, 72, 0.70710678, -0.70710678
17, 73, -0.70710678, -0.70710678
17, 74, 0.70710678, -0.70710678
17, 75, 0.70710678, -0.70710678
17, 76, -0.70710678, 0.70710678
17, 77, 0.70710678, 0.70710678
17, 78, -0.70710678, -0.70710678
17, 79, -0.70710678, -0.70710678
17, 80, 0.70710678, -0.70710678
17, 81, -0.70710678, 0.70710678
17, 82, -0.70710678, -0.70710678
17, 83, -0.70710678, -0.70710678
17, 84, -0.70710678, 0.70710678
17, 85, 0.70710678, 0.70710678
17, 86, -0.70710678, -0.70710678
17, 87, -0.70710678, -0.70710678
17, 88, -0.70710678, 0.70710678
17, 89, -0.70710678, 0.70710678
17, 90, 0.70710678, 0.70710678
17, 91, 0.70710678, 0.70710678
17, 92, -0.70710678, -0.70710678
17, 93, 0.70710678, 0.70710678
17, 94, 0.70710678, 0.70710678
17, 95, 0.70710678, -0.70710678
17, 96, -0.70710678, 0.70710678
17, 97, -0.70710678, -0.70710678
17, 98, 0.70710678, 0.70710678
17, 99, 0.70710678, 0.70710678
17, 100, -0.70710678, -0.70710678
17, 101, -0.70710678, -0.70710678
17, 102, -0.70710678, -0.70710678
17, 103, 0.70710678, 0.70710678
17, 104, 0.70710678, 0.70710678
17, 105, 0.70710678, -0.70710678
17, 106, 0.70710678, -0.70710678
17, 107, -0.70710678, 0.70710678
17, 108, -0.70710678, -0.70710678
17, 109, 0.70710678, 0.70710678
17, 110, 0.70710678, 0.70710678
17, 111, -0.70710678, -0.70710678
17, 112, -0.70710678, 0.70710678
17, 113, -0.70710678, -0.70710678
17, 114, -0.70710678, 0.70710678
17, 115, 0.70710678, 0.70710678
17, 116, 0.70710678, -0.70710678
17, 117, -0.70710678, -0.70710678
17, 118, 0.70710678, 0.70710678
17, 119, -0.70710678, 0.70710678
17, 120, 0.70710678, -0.70710678
17, 121, -0.70710678, -0.70710678
17, 122, 0.70710678, -0.70710678
17, 123, -0.70710678, -0.70710678
17, 124, -0.70710678, -0.70710678
17, 125, 0.70710678, -0.70710678
17, 126, -0.70710678, -0.70710678
17, 127, 0.70710678, 0.70710678
17, 128, 0.70710678, 0.70710678
17, 129, -0.70710678, 0.70710678
17, 130, 0.70710678, 0.70710678
17, 131, 0.70710678, 0.70710678
17, 132, 0.70710678, 0.70710678
17, 133, -0.70710678, 0.70710678
17, 134, 0.70710678, 0.70710678
17, 135, -0.70710678, 0.70710678
17, 136, -0.70710678, -0.70710678
17, 137, 0.70710678, 0.70710678
17, 138, 0.70710678, 0.70710678
17, 139, -0.70710678, 0.70710678
17, 140, 0.70710678, -0.70710678
17, 141, 0.70710678, -0.70710678
17, 142, 0.70710678, -0.70710678
17, 143, 0.70710678, 0.70710678
17, 144, -0.70710678, 0.70710678
17, 145, -0.70710678, -0.70710678
17, 146, -0.70710678, 0.70710678
17, 147, 0.70710678, -0.70710678
17, 148, -0.70710678, 0.70710678
17, 149, -0.70710678, 0.70710678
17, 150, -0.70710678, -0.70710678
17, 151, 0.70710678, -0.70710678
17, 152, -0.70710678, -0.70710678
17, 153, -0.70710678, -0.70710678
17, 154, -0.70710678, -0.70710678
17, 155, 0.70710678, 0.70710678
17, 156, 0.70710678, 0.70710678
17, 157, -0.70710678, 0.70710678
17, 158, -0.70710678, 0.70710678
17, 159, -0.70710678, -0.70710678
17, 160, -0.70710678, 0.70710678
17, 161, 0.70710678, -0.70710678
17, 162, 0.70710678, -0.70710678
17, 163, -0.70710678, 0.70710678
17, 164, 0.70710678, -0.70710678
17, 165, -0.70710678, 0.70710678
17, 166, -0.70710678, 0.70710678
17, 167, -0.70710678, -0.70710678
17, 168, 0.70710678, -0.70710678
17, 169, 0.70710678, -0.70710678
17, 170, -0.70710678, -0.70710678
17, 171, -0.70710678, -0.70710678
17, 172, -0.70710678, 0.70710678
17, 173, 0.70710678, -0.70710678
17, 174, 0.70710678, 0.70710678
17, 175, 0.70710678, 0.70710678
17, 176, 0.70710678, -0.70710678
17, 177, -0.70710678, 0.70710678
17, 178, -0.70710678, 0.70710678
17, 179, 0.70710678, -0.70710678
17, 180, -0.70710678, -0.70710678
17, 181, -0.70710678, 0.70710678
17, 182, 0.70710678, -0.70710678
17, 183, 0.70710678, 0.70710678
17, 184, -0.70710678, 0.70710678
17, 185, 0.70710678, 0.70710678
17, 186, -0.70710678, 0.70710678
17, 187, 0.70710678, 0.70710678
17, 188, -0.70710678, 0.70710678
17, 189, 0.70710678, 0.70710678
17, 190, 0.70710678, -0.70710678
17, 191, 0.70710678, 0.70710678
17, 192, -0.70710678, 0.70710678
17, 193, -0.70710678, 0.70710678
17, 194, -0.70710678, -0.70710678
17, 195, -0.70710678, 0.70710678
17, 196, -0.70710678, -0.70710678
17, 197, 0.70710678, -0.70710678
17, 198, -0.70710678, 0.70710678
17, 199, 0.70710678, 0.70710678
17, 200, -0.70710678, -0.70710678
17, 201, 0.70710678, 0.70710678
